,Unnamed: 0,scene_id,scene_text,in_summary,aspects,prediction,aspect?,topic,score,prediction_class
15,15,15,"[' [[Det._Sulik]] how long you been a day guard here ?', ' [[Security_Guard]] four months', "" [[Security_Guard]] but i do n't know anything about this murder you 're talking about"", ' [[Warrick]] do you anything about who painted room 918 ?', ' [[Security_Guard]] no idea', "" ( CATHERINE notices the white spots on the SECURITY GUARD 'S shoulder . )"", ' [[Catherine]] you should try a scalp conditioner', ' [[Security_Guard]] what ?', ' [[Catherine]] your dandruff', ' [[Catherine]] oh , my bad ... primer', ' [[Catherine]] alkyd-based', ' [[Catherine]] never comes out in the wash but you already know that', ' ( CATHERINE walks behind the SECURITY GUARD . )', ' ( Her eyes widen as she finds something unexpected . )', ' [[Catherine]] warrick ?', ' ( WARRICK goes to stand next to CATHERINE and he sees it , too . )', "" ( There 's a large mole on the man 's neck , above his shirt collar . )"", ' [[Warrick]] you were in that snuff film', ' [[Catherine]] you stabbed that girl', "" [[Security_Guard]] i let them use the room to make a movie , that 's all"", ' [[Warrick]] yeah , we saw you in the movie', ' [[Warrick]] you and your nice mole', ' [[Security_Guard]] the guy threw in another two hundred', ' [[Security_Guard]] if i had s*x with the girl', ' [[Security_Guard]] she was hot , so i figured why not ?', ' [[Security_Guard]] did her and left', ' [[Security_Guard]] she was breathing fine', ' [[Warrick]] so when you came back in the room and you saw the blood on the wall did you think to call the police ?', "" [[Security_Guard]] i did n't want to lose my job"", ' [[Catherine]] oh , touching', ' [[Catherine]] arrest him', ' [[Det._Sulik]] turn around', ' ( SULIK cuffs the SECURITY GUARD and leads him out of the lobby . )']",0,None,1,0,Murder,0.8807074427604675,1
29,29,29,"[' ( The door bell rings and the front door opens to DET SULIK and CATHERINE . )', ' ( DET SULIK holds his badge open . )', ' [[Det._Sulik]] douglas sampson ?', ' ( A man leans against the door frame . )', ' [[Douglas_Sampson]] yeah', ' [[Catherine]] the same douglas sampson who did three years for sexual assault and battery ?', ' ( DOUGLAS SAMPSON coughs . )', ' [[Douglas_Sampson]] did', ' [[Douglas_Sampson]] past tense', ' [[Det._Sulik]] we want to talk to you about a recent homicide at the mandolin tower hotel , off fremont', "" [[Douglas_Sampson]] i 'm working"", ' ( Both CATHERINE and DET SULIK turn around . )', ' ( Standing behind them near the car with WARRICK is the SECURITY GUARD . )', ' ( He looks at DOUGLAS SAMPSON and nods to them . )', ' ( They turn back to DOUGLAS SAMPSON . )', ' [[Catherine]] take a break', ' ( DOUGLAS SAMPSON moves away from the door . )', ' ( DET SULIK and CATHERINE enter the house . )', ' [[Douglas_Sampson]] take ten', ' [[Douglas_Sampson]] give it a rest , guys', ' ( The man and the woman in front of the camera put their clothes back on and leave the room . )', ' [[Catherine]] i bet i could guess your exact height', ' [[Douglas_Sampson]] what ?', ' [[Det._Sulik]] that guy out front just confirmed you shot a snuff film with this girl at the mandolin tower hotel', "" [[Douglas_Sampson]] i 've stayed there over the years"", ' [[Douglas_Sampson]] i never saw her with that guy out front', "" [[Catherine]] we 've got you on film , killing her"", "" [[Douglas_Sampson]] if you had me from any angle i could be identified you would 've arrested me already"", "" [[Catherine]] we 've got ourselves a film student here"", "" [[Catherine]] douglas sampson : i 'm one of the best in adult film and i 'm going to be making the jump to mainstream , you watch"", ' [[Catherine]] financed by a snuff film ?', ' [[Douglas_Sampson]] you have no right to be in my house', "" [[Douglas_Sampson]] i 'm not breaking any laws"", ' [[Douglas_Sampson]] i have a permit for adult film production', "" [[Douglas_Sampson]] you leave now or i 'm going to file a complaint"", ' ( DOUGLAS SAMPSON sniffles and wipes his nose . )', ' [[Catherine]] getting a cold ?', ' [[Catherine]] maybe you should raise the heat', "" [[Catherine]] i 'm sure they would n't mind""]",0,None,1,0,Murder,0.8613473773002625,1
0,0,0,"[' ( GRISSOM and CATHERINE stand next to a film projector and watch the film on screen . )', ' ( The FILM PROCESSOR , who called it in , stands on the opposite side of the projector . )', "" ( On screen , she 's showing them the p0rn film she recently developed . )"", ' ( On screen , the man finishes and the woman lies back on the bed . )', ' [[FILM_PROCESSOR_(WOMAN)]] okay , this is where it got weird', ' ( On screen , the man pulls the woman off of the bed by the wrist . )', ' ( He holds her up close , his back to the camera . )', ' ( He pulls a knife . )', ' ( The woman struggles to get out of his grip . )', "" ( The man puts the knife against the woman 's neck . )"", "" [[Woman]] do n't"", "" ( He pulls the knife and cuts the woman 's neck , blood spatters everywhere . )"", ' ( The woman struggles to breathe , then falls to the floor and out of camera frame . )', "" ( CATHERINE is n't unaffected by the film . )"", "" [[FILM_PROCESSOR_(WOMAN)]] i 've processed hundreds of bogus snuff films but this , this one just felt different"", ' [[Catherine]] yeah , it should', ' [[Catherine]] arterial spray was real', ' ( GRISSOM watches grimly as the blood drops on the camera lens slowly slide downward . )', "" [[Grissom]] it 's not fake blood"", "" [[Grissom]] it 's human"", ' [[Grissom]] that was a murder ... on 16 millimeter', ' ( GRISSOM puts on his gloves to handle the film . )', ' [[Grissom]] has this pornographer sent you film to be developed in the past ?', "" [[FILM_PROCESSOR_(WOMAN)]] i 'm sure he has"", ' [[FILM_PROCESSOR_(WOMAN)]] we get raw film from hundreds of adult film companies', ' [[FILM_PROCESSOR_(WOMAN)]] no names , just those private boxes', "" [[FILM_PROCESSOR_(WOMAN)]] you can film p0rn , develop it , sell it , buy it but you ca n't send it through the u.s. mail"", "" [[Catherine]] i 've got several envelopes here from various private shipping companies"", "" [[Grissom]] we 'll be taking those with us as well"", ' [[FILM_PROCESSOR_(WOMAN)]] whatever', "" ( GRISSOM 'S cell phone rings . )"", ' ( He answers it . )', ' [[Grissom]] grissom', "" [[Brass]] it 's brass""]",1,"Crime scene,Victim,Death cause",1,1,Murder,0.8584820032119751,1
36,36,36,"["" ( Camera opens on the monitor with a close up of SUSAN HODAP 'S face . )"", ' ( CATHERINE and SARA walk in )', ' [[Robbins]] warrick stick you with post ?', "" [[Catherine]] he 's working evidence from the riverbed"", ' [[Sara]] you going to be able to i.d', ' [[Sara]] her ?', ' [[Robbins]] already did from her dental records', ' [[Robbins]] susan hodap , 26', ' [[Robbins]] exsanguination from a trans-section of the carotid artery', ' [[Robbins]] slicing stab', ' [[Catherine]] any chance of finding any serration marks on the bone ?', ' [[Robbins]] to tie to a knife ?', "" [[Robbins]] eh , that 'll entail a boil , but sure , i can try"", ' [[Robbins]] what i can tell you conclusively is that susan hodap was already on borrowed time', "" [[Robbins]] i tapped her cerebral spinal fluid did n't wait for a batch , had the lab run it solo"", ' [[Robbins]] she was hiv positive', ' ( CATHERINE turns and looks at SARA . )']",1,"Death cause,Evidence",0,1,Murder,0.8480485081672668,1
4,4,4,"[' ( CATHERINE and DET SULIK walk in the hallway as he fills her in on the info about the snuff film . )', ' [[Det._Sulik]] i followed up on the private mail depot for our snuff movie', ' [[Det._Sulik]] the place has got over a thousand boxes no records of renters and they deal in cash only', ' [[Catherine]] dead trail', ' [[Det._Sulik]] yeah', ' [[Catherine]] i got archie to digitize that film blow up a head shot of our victim', ' ( CATHERINE hands DET SULIK a photograph of the woman . )', "" [[Det._Sulik]] i find any missing persons that match her description , i 'll beep you"", ' [[Catherine]] thanks , sulik']",0,None,0,0,Murder,0.745845377445221,1
14,14,14,"[' [[Sara]] hey , guys ?', ' ( CATHERINE and WARRICK walk into the room . )', ' [[Sara]] we got it', ' [[Warrick]] somebody moved out all the furniture', ' [[Catherine]] and painted the wall', ' ( CATHERINE puts her kit down . )', "" [[Warrick]] if they ca n't see it , we ca n't , huh ?"", ' [[Catherine]] right', ' ( WARRICK puts his kit down and picks up his ALS . )', ' ( He shines it on the wall . )', ' ( Under the light , the blood spatter is obvious . )', ' [[Catherine]] arterial spray', "" ( Quick flashback to the knife slicing through the woman 's neck . )"", ' ( She gasps . )', ' ( The blood spatters on the wall . )', ' ( End of flashback . )', ' ( Resume to present . )', "" [[Sara]] there 's a void"", ' [[Sara]] could be a face ?', ' [[Catherine]] yeah , maybe', ' [[Sara]] how does somebody cross the line where killing a woman is a turn-on ?', "" [[Catherine]] oh , i do n't think snuff makers cross a line , i think they start on the other side of it"", ' [[Sara]] biology determining pathology', ' [[Warrick]] yeah , some people were just born bad', "" [[Catherine]] where 's that security guard ?""]",0,None,0,0,Murder,0.7018834352493286,1
42,42,42,"["" ( Inside the room , a Lab Tech draws a sample of DOUGLAS SAMPSON 'S blood while a detective stands nearby and watches . )""]",0,None,0,0,Murder,0.6888264417648315,1
41,41,41,"[' ( SARA walks through the hallway . )', ' [[Warrick]] damn', ' ( A flying phonebook flies out of the lab door and hits the floor in front of her with a thud just barely missing her . )', ' ( She turns and enters the lab . )', ' ( WARRICK is inside looking at the curtain hanging in front of him . )', ' [[Sara]] why are you throwing phone books ?', "" [[Warrick]] 'cause a beaker gets glass all over the place"", "" [[Sara]] what 's wrong ?"", "" [[Warrick]] it 's this curtain that the p0rn girl was found wrapped in i 've got no prints , no second donor"", "" [[Warrick]] i 've got nothing to link this p0rn guy to the girl 's murder"", "" [[Warrick]] it 's just driving me nuts"", "" [[Sara]] i 'm fine"", "" [[Warrick]] i 'm sorry"", ' [[Warrick]] are you okay ?', ' [[Sara]] yeah', ' [[Sara]] you missed me by a mile', ' [[Sara]] we may have something', ' [[Warrick]] really', ' [[Sara]] right here', ' [[Sara]] i wanted to show you', "" [[Sara]] when he 's stabbing her , she 's bleeding all over him"", "" [[Warrick]] well , a void proves that , but we still ca n't prove it 's him"", ' [[Sara]] yeah , but her blood might', ' [[Sara]] catherine and i suspect transference', ' [[Sara]] she had hiv', "" [[Warrick]] well , how are we going to get a sample of sampson 's blood ?"", ' [[Sara]] warrant , based on the butterscotch dirt that you found on his car', ' [[Warrick]] oh', ' [[Warrick]] i like that', ' [[Sara]] you might want to apologize to the phone book', ' ( SARA turns and walks out of the lab . )']",0,None,0,0,Murder,0.6808185577392578,1
34,34,34,"[' ( A cell phone rings . )', ' ( WARRICK answers it . )', ' [[Warrick]] brown', ' [[Det._Sulik]] i think we got your snuff film girl', ' [[Warrick]] where ?', ' [[Det._Sulik]] closed-captioned : by the river', "" [[Warrick]] okay , i 'll be right there""]",0,None,0,0,Murder,0.6616165041923523,1
37,37,37,"[' ( CATHERINE and SARA sit behind the computer . )', ' [[Sara]] susan hodap', ' [[Catherine]] there it is', ' ( CATHERINE runs her finger across the screen that reads : Hodap , Susan ... HIV + ... )', ' [[Catherine]] tested positive six months ago', "" [[Sara]] i ca n't believe that p0rn actors ' monthly health records are on the internet"", ' [[Catherine]] yeah , right', ' [[Catherine]] the rule is , the actor tests positive twice they go on permanent quarantine', ' ( They find the second listing under May 2002 : Hodap , Susan ... HIV + Quarantined ... )', "" [[Sara]] that 's why she ended up in that snuff film"", ' [[Sara]] she got bounced out of regular p0rn', ' [[Catherine]] walked right into her own death scene', ' [[Catherine]] the thing is ... p0rn director may have , too']",0,None,0,0,Murder,0.6602322459220886,1
